Comments,Comment ID,Reply Count,Like Count,Updated At,Host Gender ID
"So you still have your family jewels, you still pretty just saying",UgzqnoIPvjIYUIeQR4V4AaABAg,1,0,2020-12-03T17:34:05Z,2
"Oh, but you're rich....so no-one can possibly relate to anything you've experienced.",Ugzcx4bpp_neOLDWDzV4AaABAg,0,1,2020-11-11T00:08:44Z,2
Where can I see post op vaginas?,Ugz1ghXfFTfUJJ4pEGd4AaABAg,0,0,2020-10-30T19:08:36Z,2
"I’m confused. I feel like it’s  simple why bottom surgery is harder than breasts, face, etc. You lose the feeling/sensations regarding sex. That’s a huge part of life and wouldn’t that be a huge reason?",Ugzkvf9rAN97dsCcHYN4AaABAg,0,0,2020-10-28T07:56:46Z,2
Hahahaha 😂😂😂😂 🤔😳so you have your dangle down there and you are a woman hehehe westerners!!! 😂😂😂😂😳,Ugw6noZhbsFFAR9TWb94AaABAg,0,0,2020-10-26T17:46:03Z,2
You really have no right to shame women for their vaginas. Most of us haven’t chosen ours.,UgyG1gWxcK4fw_PKvKt4AaABAg,0,3,2020-10-15T03:20:52Z,2
Again!!!😳,UgylwZavuKD_zqmbXmJ4AaABAg,0,0,2020-09-25T21:49:14Z,2
"SRS isn’t always the end goal. 
Not having surgery doesn’t make your identity as a trans woman any less valid. You are you, and you are beautiful no matter what!! Love you Gigi 💕",UgwY3YDJ3aK7Vmo-e2J4AaABAg,0,3,2020-09-24T21:56:23Z,2
"Your beautiful, your so strong too tell us this.",UgywDMhcMdOZxZQcH_d4AaABAg,0,0,2020-09-16T03:56:15Z,2
Omg so nats is taking that pipe whewww,Ugzv40M7zJk7YIDBU6J4AaABAg,0,0,2020-09-15T11:57:36Z,2
You go girl rock,Ugynrymk81YVHCLVhud4AaABAg,0,0,2020-09-14T16:02:59Z,2
"I think something really important to emphasize is the fact that what makes someone comfortable may change over time. For trans people, that may mean having (usually really invasive) surgeries might have different priority at different times of life and depending on how much information a person can get, not to mention processing that information. It’s important to remember that this is okay and being at different ‘stages’ or preferences for transitioning doesn’t make a person more or less ‘trans’ or more or less ‘completely’ their gender.",Ugz0Y7VxlORdlyqE1Lx4AaABAg,0,0,2020-09-13T23:51:20Z,2
I just love you Gigi. The fact that you didn't get the surgery and are a lesbian opens more Doors for trans People. Thank you for that!,UgzChbHQs9rzdpvE05t4AaABAg,0,3,2020-09-03T01:18:33Z,2
You always make me laugh I feel like I hear myself Def have a heightened sense of smell it’s my thing always smell everything 😊 it sure is a serious thing to do glad you always stayed true to your instincts it’s the only way,Ugxk4mHIr_4NqC_1i754AaABAg,0,0,2020-09-02T18:34:28Z,2
You will know when and if you want to have it done. Dont ever rush things.,UgwrfgPcc0mMteaD4Ux4AaABAg,0,0,2020-08-27T18:38:58Z,2
I love this darker blonde on her.,UgxIm8XXBaAIaLt6hyh4AaABAg,0,0,2020-08-07T23:00:27Z,2
"I'm very proud of you for not getting the surgery. Currently reading your book, found it randomly at the public library. 

I read so many stories, and heard stories on how it was the biggest regret ever, and if these people could, knowing what they know after the fact, they would've never gone through with it.",UgzvlzXy9k-rAv0pavJ4AaABAg,0,0,2020-07-18T17:48:48Z,2
"Respect , Sweet Sis ....",UgyvJnZ71he3KuQ7DwZ4AaABAg,0,0,2020-07-15T12:13:38Z,2
I’ve been thinking about turning trans... but I totally wouldn’t get this surgery,UgyGjaKfLvP-b6en1HB4AaABAg,0,0,2020-07-15T05:56:14Z,2
I should like to make love with Gigi Gorgeus,UgyOYl_RaJX0fWrb7Fl4AaABAg,0,0,2020-07-11T16:34:19Z,2
What a complicated lifestyle!,UgxLo2PMVhJe9LaO47B4AaABAg,0,1,2020-07-10T05:10:08Z,2
Sorry I love trans woman here I sit alone looking for pre-op she-males ? So hard to find ?,Ugyfao10eXuv8spmyoZ4AaABAg,0,0,2020-07-09T01:05:11Z,2
Gigi is very beautiful,Ugy7YWBTHPM-0Nuoyxh4AaABAg,0,0,2020-06-05T16:32:50Z,2
*Everyone should keep it* I'm so happy for you Auntie Gigi ♥,Ugz-Iuy1jRLW_lxX08Z4AaABAg,0,0,2020-06-05T07:34:42Z,2
she looks like a sim from The Sims. beautiful,UgwzkC2LJxx4iOy-FsV4AaABAg,0,0,2020-06-03T11:49:45Z,2
Best advice ever!,Ugw1oIefZeF0-upqLF54AaABAg,0,0,2020-05-28T12:58:36Z,2
Then how the hell is she always wearing tiny bikinis!?!,UgyfF3-sTFdn6ce0uH94AaABAg,0,0,2020-05-26T18:01:56Z,2
Omg u'r talking  like a duck its too fast 😂,Ugw5vv35nXKA0x_5YjJ4AaABAg,0,0,2020-05-24T05:17:10Z,2
You need psychiatric intervention.,Ugw6H-Zpru5_dE4AS-14AaABAg,0,2,2020-05-23T02:26:15Z,2
"Always go with your gut. Good for you. Btw, you are very beautiful 🌸",UgyIgnpyenaSG8oQyMB4AaABAg,0,0,2020-05-16T03:45:07Z,2
I applaud you in all that you do,UgwY_VlcBEpzlshiAAJ4AaABAg,0,0,2020-05-09T17:47:30Z,2
"What? and live without the flappity, flap, flap?  No way!",UgzYOASAnjoCGl6-gaV4AaABAg,0,0,2020-04-21T19:41:04Z,2
The jump cuts are driving me insane,Ugya0-NlllG2NZRYB_14AaABAg,0,0,2020-03-24T10:15:49Z,2
Loll,UgzutJD2TtytjtTzGU14AaABAg,0,0,2020-03-19T06:55:26Z,2
Are you single?,Ugyu_YS2e0fCI1zFyxh4AaABAg,0,0,2020-03-18T18:40:38Z,2
"Because you're a MALE and will always be one.  Nothing comes between a male and his ""manhood"".",Ugypnhudxv2_6uqveVV4AaABAg,1,1,2020-03-15T19:24:55Z,2
Love the hair color!,Ugz2FrFDcCrTuvuA7oV4AaABAg,0,0,2020-03-15T10:25:47Z,2
I love you!!💜💜💜,UgyzASCO_u0JcwUOHkB4AaABAg,0,0,2020-03-10T18:00:58Z,2
"Has she forgotten about previous videos? And, wow, nice bit of racial stereotyping when talking about the doctor!",UgwrN8YsW-0rb-TUwad4AaABAg,0,0,2020-03-10T16:15:58Z,2
I am virgin 😆,UgzkvRskjVKd7LE_jep4AaABAg,0,1,2020-03-09T01:25:05Z,2
I think natural better god give us who we are and it is who we are born so I had no idea how we would be with them but they were not there for me and they don’t have them to take care of myself,Ugy5QqQq0ocolC4iyiR4AaABAg,0,1,2020-03-09T01:22:42Z,2
"Contacting Thailand is so hard, the numbers are this long...",UgwOr0wnE5eJ1SSTd7F4AaABAg,0,0,2020-03-07T10:51:40Z,2
Wait a minute.... you said you already got the surgery. Chile..... I can’t keep up with the lies,UgyQOXQ2RyMtRlQr2YZ4AaABAg,0,0,2020-03-05T20:14:29Z,2
You are just one of the most horrible person. Period,Ugz-0hm_Xo2fQQQUGyJ4AaABAg,0,2,2020-03-05T12:46:14Z,2
Where did you get your wig?,UgwgWga7u-LnChkIS7V4AaABAg,0,0,2020-02-28T00:47:47Z,2
You look so much like Carli Bybel!,UgyHtXpuCDlrTTFTzvt4AaABAg,0,0,2020-02-20T13:31:43Z,2
"I’m confused, she said she FULLY transitioned. Hmmmm",Ugx1t3avZOTJ6QDalE14AaABAg,0,0,2020-02-20T04:34:31Z,2
I'm a transman and bottom surgery scares me too,Ugw_uLbC_tKmkj0AOvx4AaABAg,0,0,2020-02-17T05:18:47Z,2
"Good since you are already a real shapeshifted FELINE ANGELIC Hermaphrodite and your wife too in the future, so no worries ALL people will transform into this eventually, this is a ascensiongame and all people are becomming feline angelics via LAW of the ONE! <3",UgxeLmIKnp1RuWkn1Ex4AaABAg,0,1,2020-02-16T23:27:12Z,2
Don't do it.,UgwlLBkuwX3BwvjPUSJ4AaABAg,0,0,2020-02-16T20:44:10Z,2
Si you’re a woman with antenna,UgwD_7rhH_cFDizqQ9Z4AaABAg,0,0,2020-02-16T09:33:48Z,2
"So there's no reasoning other than you got nervous and backed-out or were fearful of the recovery.  There's obviously nothing wrong with doing that.  As far as result appearances go,  people should understand that it often does take about a year for things to heal and look normal. People who rush the intended gradual dilation process can hurt themselves and create issues. Those that put off their surgery too long while on HRT will deal with generally have more challenges.  Many trans women like myself truely despise or dispised having the genitalia that we were born with and have felt seriously uncomfortable with our bodies.  To each their own.  All the best.",Ugw73dYqx9qozl4z18d4AaABAg,0,0,2020-02-15T16:24:52Z,2
Even if she had the surgery she still wouldn't have a uterus so why the tampons?? Her wife's maybe.....🤷‍♀️,UgwE19Iw0fumeZ8d1jJ4AaABAg,0,1,2020-02-09T20:24:50Z,2
I thought this was Aubrey Oday before all her surgery,Ugy96CISVNnLnA2x2gx4AaABAg,0,0,2020-02-08T02:48:26Z,2
Like not a single fly away. Makes me mad. I WANT HAIR LIKE THAT,Ugw1DC7vKxd281r8xf14AaABAg,0,0,2020-02-07T13:26:43Z,2
Misogynist.,Ugzld8JUSEX1fR2hciN4AaABAg,0,1,2020-02-07T06:24:23Z,2
"LOVED
TY FOR SHARING🥰",UgywrWCz-YlGp-pKOZF4AaABAg,0,0,2020-02-05T02:11:03Z,2
"Love the hair
Great color",Ugy5QwGyekZIFNJ5gMR4AaABAg,0,0,2020-02-05T02:08:57Z,2
"I would watch more of your videos but god, the sound is so bad. I hate the echo. Get a mic! ❤️",UgwdCTPCaBlGdniRH7N4AaABAg,0,0,2020-02-04T05:46:03Z,2
I think all of you who could swear Gigi had the surgery and posted videos of dilators and whatnot in the past are thinking of PrincessJoules.,Ugzwht6eriB05-b0QtJ4AaABAg,0,0,2020-01-30T03:49:08Z,2
Linda niña trans saldrá en X videos shemale,Ugzk8c5dybpXlZezId94AaABAg,0,0,2020-01-28T00:49:01Z,2
U R beautiful mamacita rica Try on haul de bikinis ...,UgzO17T4BWs2UsUaceF4AaABAg,0,0,2020-01-28T00:37:23Z,2
Because your 100% yummyness and you don't need to hehe😍,Ugxls4BKX67wTwd92Vh4AaABAg,0,0,2020-01-21T17:34:07Z,2
"I am glad you did go for it, at the end of the day we all that guys love dicks. You would have lost your spice.",UgwnOVsiiWFcSP7AcZ54AaABAg,0,0,2020-01-17T19:20:04Z,2
"You said  you DID! !!!!! You forgot  ,right?",UgyxXFp3DdfhgGtsxF94AaABAg,0,0,2020-01-17T17:43:34Z,2
You should change to this hair colour! Looks so much nicer on you,UgzKEhg74pOe5OuvyMx4AaABAg,0,0,2020-01-17T11:36:12Z,2
Transition surgery is extremely invasive. I can definitely see where the fear n hesitation comes from. Bottom surgery is a serious procedure. Gigi I’m here for u girl,UgwcnfTbvXEzDZ2Zj4V4AaABAg,0,8,2020-01-14T12:16:32Z,2
"It's not a woman, it's a Transformer..!",UgxyTvQ53RpNqH5BucZ4AaABAg,0,0,2020-01-14T07:18:39Z,2
She showed Tampons in her bathroom tour though. What’s the purpose of those?,UgzGtrO3pFS6BaugzyF4AaABAg,2,0,2020-01-13T21:13:25Z,2
"I watched a YouTube video on Gender reassignment surgery and saw how the process worked,... GIRL!!!! I SWEAR, I felt queezy watching it. I don't know how many people do it. No, offense. I just don't know how some people do it.",UgxnSorwEsGThqkZUAd4AaABAg,0,0,2020-01-08T02:29:05Z,2
Ask the Lord to help you and don’t get the surgery,Ugyjjly0Nl0Z-X8qF7B4AaABAg,0,0,2020-01-05T00:03:58Z,2
Big mistake if you do this surgery- dont do it.,Ugw4L5Hr57UgOU6Zpfh4AaABAg,0,0,2020-01-01T23:34:21Z,2
Cause you still might like females,UgxyEUEtlH1NwLuYLRd4AaABAg,0,0,2019-12-24T01:59:15Z,2
Anything that doesn't feel right is something you shouldn't do.,UgzCb6sVxC1UnDKBLLJ4AaABAg,0,0,2019-12-23T21:34:35Z,2
sweetheart check out this doctor ... here is her web site https://marcibowers.com/,UgxdOQ1yHdCu1RSmOvx4AaABAg,0,0,2019-12-23T13:42:16Z,2
Is no perfect,UgyA_IaZWQnlEBlaJIp4AaABAg,0,0,2019-12-22T19:01:13Z,2
I have picked a U.S. surgeon.I needed 1 W.A.P.H. letter from.the H.RT. doctor and two from two different shinks. Are they required to get S.R.S. in Thailand ?,UgwAOXDD9ZRuR2rKYMN4AaABAg,0,0,2019-12-22T00:11:33Z,2
"You didn't get it because now you know what a woman is, you realise you can never be one. You are an attractive transexual though, and that's good enough! In fact, it's plenty :)",UgyHVPOf_8A-tLa30TZ4AaABAg,0,0,2019-12-21T23:21:42Z,2
alot of trans ppl regret it & results are never the same as another person from wat ive heard,UgzhQFdgUW2t2KrUSfR4AaABAg,0,1,2019-12-20T23:40:25Z,2
"If you're hesitant at ALL, don't do it.",UgzUykFdNtZXHpjxmQF4AaABAg,0,0,2019-12-19T09:06:31Z,2
Not fog,Ugy83elATMPgPvmCcwB4AaABAg,0,0,2019-12-19T05:33:08Z,2
BEAUTIFUL WOMAN!!!! AND THATS IT!!!! JUST GORGEOUS!!! NOTHING ELSE MATTERS...,UgzIf6uzOfbTSOAtdqF4AaABAg,0,0,2019-12-18T19:02:22Z,2
I can identify with the months and months of blank space after my dad died,UgywY9cZoPVAbzhCYhV4AaABAg,0,0,2019-12-13T00:19:06Z,2
I'm happy you did not mutilate your body.,UgwfMcC9m74Q17ZO9NN4AaABAg,0,1,2019-12-09T20:44:39Z,2
"You should never feel incomplete, as a Woman with a peen your awesome and empowered. Be Proud!😘",UgyBMAhUP1yr3xCCAPV4AaABAg,0,0,2019-12-08T00:08:32Z,2
6 months isn’t the near future? Wtf- US doctors performing SRS surgeries domestically have minimums of 1 year waits. 6 months is actually a great timeline to prepare and ensure it’s what you want,UgyabE9RzBwH6CjT5kV4AaABAg,0,0,2019-12-05T13:54:09Z,2
Why does she shout,UgwsTJ26_5H8QXacr0d4AaABAg,0,0,2019-12-04T19:19:31Z,2
its kind of weird they don't need two psych letters for a surgery?,UgyJp4n1fCaxwN9cbh94AaABAg,0,1,2019-12-04T16:12:39Z,2
"God damn, that's a whole lotta make-up. Nothing you can do will make you a lady haha, ahh this is truly disturbing.",UgzqH306gzGFvaLBup14AaABAg,0,1,2019-12-01T15:41:31Z,2
"Gigi,           'mutilating'  that's a little harsh.   I just lost my respect for you .   Liar, liar, panties o fire. So you're not a woman only a transvestite   ?",UgwyBEOPE772naZrphN4AaABAg,0,1,2019-11-30T22:14:11Z,2
I'm a trans from Thailand. And I like u GiGi. U r my idol 😁🤩,UgzykDX__WIv-q89SGx4AaABAg,0,2,2019-11-30T20:54:28Z,2
So Gigi doesn’t have gender dysforia? but she is still had multiple surgery to chance her male features? if you have gender dysforia you have a mental disorder under the world health organizatuon it’s is still consider.,UgwIHxGYBhQ9MNWnR2h4AaABAg,0,0,2019-11-28T05:00:41Z,2
You guys she already apologized in a past video for lying about the surgery. Yes it’s wrong to lie but I’m sure she didn’t have ill intent and I understand why she would want to fib about that. I forgive her. In my opinion if you don’t feel comfortable sharing that information and don’t want anyone to know I think it’s okay to fib about it. Although not someone youre having sex with obviously,UgxFBa2YNOz536ZQuAB4AaABAg,0,1,2019-11-27T18:21:22Z,2
Meet the Inventor of Gender Theory:  http://darrowmillerandfriends.com/2019/11/07/meet-the-inventor-of-gender-theory/,UgywK_cVa46YDdKd1ex4AaABAg,0,0,2019-11-27T15:10:27Z,2
Meet the Inventor of Gender Theory:  http://darrowmillerandfriends.com/2019/11/07/meet-the-inventor-of-gender-theory/,UgwdKUESuaTmMgmd_Nt4AaABAg,0,0,2019-11-27T15:10:16Z,2
"LMAO, as a cis woman the smell thing freaks me out too!",Ugxw5EgXuPjXBOkX0I94AaABAg,0,1,2019-11-25T06:49:58Z,2
This was a really long boring as hell story that could have been told without all the drag queen over dramatization.,UgyMTZu5PkjqdBFy-I54AaABAg,0,1,2019-11-24T11:42:49Z,2
This is not true.  I saw all the videos.  Even saw the ones of her in the hospital after surgery.  Come on it’s so obvious when she is in a bikini.,UgzALDFckJqqB0klDDt4AaABAg,0,1,2019-11-24T04:32:21Z,2
So we gone forget when she had her dog she was in the bathroom talking about she had tampons so her opening doesn't close,UgyyilPfJPbztDfFpkd4AaABAg,0,2,2019-11-22T20:59:49Z,2
In my opinion pre-op Trans Women are more beautiful and desirable because of their extras for a lack of better words. You are stunning girl,Ugx2ec9iPIWG7PcalFF4AaABAg,0,0,2019-11-21T16:05:55Z,2
You are a very judgemental person in every video. YouTube: Stop suggesting Gigi 😒😒,UgzpNSa0QkAtVSNzPbl4AaABAg,0,1,2019-11-13T05:35:20Z,2
ok but this hair color and makeup look are perfect on you??,UgzQLK1ViIz5b53HPax4AaABAg,0,1,2019-11-12T12:23:01Z,2
👌👌👌👌👌👌👌👌👍👍👍👍👍👍💖💖💖💖💖💖❤❤❤❤❤❤💋💋💋💋💋💋💋💘💘💘💘💘💘,Ugxoilt8w8paj9TkxD94AaABAg,0,0,2019-11-11T19:24:10Z,2
I hate not being able to remember part of my past. It’s scary.,UgygOIGe5lubR098OvB4AaABAg,0,0,2019-11-09T22:53:24Z,2
"You're absolutely right. If you have ANY doubts whatsoever, don't do it. I had absolutely no doubts whatsoever; I'm 20 years post-op and doing great. Do NOT go to an American surgeon. BTW.... asian doctors don't do drugs like US doctors do...",Ugxbb0p1It5tZ6zuKll4AaABAg,0,1,2019-11-09T01:17:03Z,2
"Omg yes thank you!! Ok so I feel especially in the transmale community, there is such a push for bottom surgery. And Like the US doesn't even really do it. Like I think there are 2 surgeons but the results I saw I was not happy about. But idk how the transfemale community is, but my community has so much toxic masculinity in it. I think it is just the trauma we go through about always getting misgendered or people not taking us seriously. I know tons who go through because of the pressure. I myself keep going back and forth because yeah dysphoria is a huge thing but like..... will it go away if my surgery and my mindset is not what I want in that time. THANK YOU FOR PUTTING THIS UP because I thought I was alone in this thought process.",Ugzck5UKY2lULX3Ppo54AaABAg,0,1,2019-11-07T11:11:46Z,2
"So this is an older video but it came up in my queue today, but your hair is ah-maze-ing!!!",UgxXjKBlAxIIwOIkv2J4AaABAg,0,0,2019-11-06T03:58:22Z,2
More importantly... what’s that lip your wearing gig?,UgwXs5Zslljm2icY4hN4AaABAg,0,0,2019-11-05T02:29:30Z,2
so you dont want to be female just look like a female?,Ugzr7HDHy2_QB4khyr54AaABAg,0,1,2019-11-02T15:47:11Z,2
Honestly we're worth more with our shenise,UgwERaIu2sNWQm34nx54AaABAg,0,0,2019-10-29T02:41:39Z,2
"Wait.  You haven't had the surgery? I thought you had it years ago.  Did you have it after this video?  What was that gross smell story about?  What are you even talking about?   Do you want to physically be female or not?  Please understand, I'm not judging you.  No disrespect, but I'm so totally confused...",Ugze--2BINGWNWbw-Fd4AaABAg,0,0,2019-10-28T20:34:21Z,2
"Exactly just go away already you have already addressed this subject NUMEROUS times in previous videos and just as one of the commentors below stated "" you didn't want to "" end of story there's nothing left to say. I will write it again we are happy for you that you are living the life you want to live but you have nothing left to tell just go live your life already.",UgyKsy2w4gJV16TeDRZ4AaABAg,0,0,2019-10-27T02:24:44Z,2
This is your best look ever,Ugx8FSG4kleg_wsh7ZF4AaABAg,0,0,2019-10-25T21:28:00Z,2
Your hair looks so good that way. 😊👍🏻,UgzrUiFf96xmv5Jy6e94AaABAg,0,0,2019-10-23T15:40:23Z,2
So did she ever address her old video where she said she got it?,Ugz7Ub_pUK8A46Ha2wl4AaABAg,0,0,2019-10-22T19:30:10Z,2
Wow your 1 hot women... you will make a great wife.,UgxF2bhtzRS5owLlXJp4AaABAg,0,0,2019-10-22T05:16:15Z,2
"You are so INCREDIBLY gorgeous...I'm so glad after the pains you have found love and your TRUE LIFE!"" 
#LOVEISLOVE 
#GIGIANDNATSFOREVER",Ugyf9QzVBs6A0m6qzHd4AaABAg,0,1,2019-10-19T21:27:32Z,2
"...... the surgery is totally reversible, it works for both sides",UgwT6H2KXL668fQ7-nN4AaABAg,0,0,2019-10-16T05:46:49Z,2
"She is such a beautiful, strong woman and I love her so much. Loved her in middle school, been there since day one. She gets more beautiful every day. You go Gigi <3",Ugz8Zq5UKEKP9z3i8oB4AaABAg,0,7,2019-10-12T07:05:17Z,2
Youre amazing and Im so glad you spoke on this! Everything should be done in YOUR own time,Ugw4cJd9OInHLoozP814AaABAg,0,0,2019-10-11T22:00:13Z,2
It's your body & you're time baby💋💯 you are you regardless. 💯💋💋💋💋,Ugz3_J-jWGdSJ-gYvYh4AaABAg,0,0,2019-10-11T03:31:08Z,2
You're a great storyteller girl!!!,UgzOoy4wX1lWzTpy0NR4AaABAg,0,0,2019-10-10T10:32:02Z,2
"“Team America” called,  they want the prop puppet mask returned immediately.",Ugz-M101Hcl1qTv2krp4AaABAg,0,0,2019-10-10T06:55:10Z,2
She never had it done. Most of them dont do and they still claim to be women but with males dicks.,UgywJS15xvnJQxK0xvx4AaABAg,0,1,2019-10-09T19:42:25Z,2
Leave your privates alone... They always regret it,UgzEd1m7ThthVo_vbvZ4AaABAg,0,0,2019-10-09T14:14:00Z,2
"GiGi, your hair is EVERYTHING!!!!!!!!! I love you with this color....",UgxcE83pfJan-ZdsBWt4AaABAg,0,6,2019-10-09T07:25:32Z,2
You are so beautiful! Keep shining girl,Ugyp7L7DxCGc0EHoJ8J4AaABAg,0,0,2019-09-20T03:02:11Z,2
umm... doesn't it mean you're still the one functioning as the hubby down there? 😀,UgxEXLYBuiyfiG6fyQ94AaABAg,0,0,2019-09-14T18:36:45Z,2
"You and blaire white basically have the same reasons. Being comfortable in your transition, wanting kids, and the surgery is over 30k and has many complications including depression.",UgyB8VU11-CW5fQH8CF4AaABAg,0,0,2019-09-12T12:05:22Z,2
