Comments,Comment ID,Reply Count,Like Count,Updated At,Host Gender ID
my child came out to me as trans about a month agoand i agreeevery situation is differenti grew up very much feeling that i had the lgbtqs backas a teenager i boycotted a local movie theater because they wouldnt let us see an unrated comedy about lesbians because we were underagei did my senior high school project on crossdresserswhen one of my girls came out to me as bi age i celebrated her bravery in speaking about something difficultwhen my older daughter came out as lesbian and later genderfluidi was likewise relatively unfazedhoweverwhen that same genderfluid daughter eventually came out to us as transsuddenly i found myself confused and a bit ashamed of my own reactionas well as one of acceptance and unconditional loveit was also one of loss and conflicting emotionsi never would have thought pronouns would make a big dealbut for some reason theyre a mental hurdle thats been difficult to get used toalsoi spent a long time and a lot of love picking out an original and feminine nameand now he goes by the commonest male name i can think ofprobably the hardest thing has been trying to understand the identity of someone who grew up female and identifies as maleit  threw me into a state of reexamination of what parts of his personality were really his and which parts were based on my perception of himas an ally to the communityi felt like a failure for not being able to understand or identifyone of my friends gave me sht about my mixed reactions too which hurt meits different when its a child youve borne than when youre speaking about a community at largemy family is super supportive toowhich is greatbut to a degree i want to fight to defend his honor  but theres no one among my family to fightits another part of why its been hard  trying to fight an imaginary enemyi know hes run into some hard times with his peersand thats not goodand i get thatbut nothing within the familyi asked him to talk with me the other day about being transand he rolled his eyes and saidyeahmomi know what youre going to saythat you love me and support me no matter what i saidyesbut you have to understand its hard for meharder than i  thoughtand i hope youll forgive me if i hurt your feelings or dont understandi will do my bestand of course i do love and support youbut im having a harder time dealing with it than i thought i would to both my exhusband and mehe has said that hell go back to being our little girl if we want him towhich honestly has made the situation even more difficultso im learning everything i can,Ugy0dPkl7XAGnykMHyh4AaABAg,0,0,2021-08-17T03:16:42Z,1
i worked up corage i came out to my ma she was useing she alot so i said boy   he him man its working im a boy,Ugwhb79w-ohFY3rKytB4AaABAg,0,0,2021-08-16T16:51:19Z,1
is gender dysphoria an at all similar feeling to body dysmorphiai know its not the same but i have a long history of anorexia but have gained weight in order to pursue my dream to become a doctor but i feel like my body is too bigthere are bits of my body that i wish didnt exist and i wish like i could cut them offalso when people say im not fat i cant believe them because my anorexia knows that i amobviously this is different because my logicalmedical student brain knows that i am not overweight but for trans peoplethey are absolutely correct in their beliefs about their genderbut i was just wondering if any of these feelings might be somewhat similar,UgwA2WiUXpRk2nA3lux4AaABAg,2,1,2021-08-03T13:33:58Z,1
,UgxHCCqzFfh2DWMtx8R4AaABAg,0,0,2021-06-06T21:58:16Z,1
fun facts you are not a manyou were not born in a mans bodyyou dont know what its like to be a manyou will never know what its like to be a manyou will never be a manif youre unhappy with who you aregetting a dick sewed on will not change thatjust because you take testosterone and say bro doesnt mean youre a dudebeing a guy is a lot more than tv characteristics and looksits one thing to relate to a characteristic of a male character you see on a tv showbut to reduce men to what you see on tv or in mens magazines as the flawed definition of a man is shallow and to try and convince yourself that hey yeahi can do that or act that way will make you no more of a man that you already are,UgzcDVkpzbGFGamfja14AaABAg,2,1,2021-05-18T14:07:50Z,1
so about  years agoi came across these videosat the timei was cisgender i fell into the rabbit hole of ftm youtubersthen about a year ago i realized i was trans ftm now im watching this video just to see who influenced who i am,UgyiNNTcHTz3Ad78mXp4AaABAg,0,0,2021-05-16T14:46:36Z,1
my partner is having a gender identity crisis so im here to get more info how i can help support themthank you for your channel x,UgwNGWt-v2e-Uo_J8XR4AaABAg,0,0,2021-05-10T08:46:21Z,1
   ,UgxbSU0DftrC8coAONJ4AaABAg,0,0,2021-02-25T11:12:40Z,1
i really appreciate the last part bc i think thats something my parents will need to hear,UgxRIEBVkn03XytxwM94AaABAg,0,0,2021-02-09T06:17:19Z,1
stfu man,Ugw9cr5vJt64fGZGqK94AaABAg,0,0,2020-09-29T18:20:35Z,1
as a cis learned that term today lol white guy from southern louisianai had exactly zero understanding of all thisi have a friend of mine that recently came out as trans and ive been trying to wrap my head around the conceptas i want to be as supportive as i canthis video really put in some work in helping me understand how trans folk feel however limited my understanding may bethe analogy of walking around and having everyone misgender you really helpedsomething rather simplebut i never thought of it that wayanywayjust thought id leave some honest feedbackmuch love and peace to yall,UgzGtOFpGDXGoYAaPqd4AaABAg,1,1,2020-09-29T07:47:17Z,1
so about this book you contributed to,UgwT9VfD8hMBAlVQRrR4AaABAg,0,0,2020-09-12T21:10:54Z,1
i am sharing your trans  videos all the timeto family members friends and others going in transitions your videos are the best,UgwhG_hqeUkslfblAol4AaABAg,0,0,2020-08-24T13:24:38Z,1
i might show this to my mom so she can get a better understanding about me ,UgyIHn-U5fy0dB5CRsd4AaABAg,0,0,2020-08-23T08:48:05Z,1
thank you thank youthank you for your videosim  years old  trying to educate myself on topics that werent discussed when i was growing upi dont want my ignorance of a subject to hurt someones feelingsat work a  trans guy referred to me as a cis man spellinghe was trying to explain to me our differencesit didnt sound derogatory so i just went with it i just told him he  was a dude to me and i didnt care about his plumbinghe said he felt lake a  guy and preferred himheetci dont have any problem referring to him with those pronounsi look forward to you educating me,Ugz1ELjYwm0PqPaJA4V4AaABAg,0,1,2020-08-10T23:56:12Z,1
transgender is just a more intense version of a circumcisionchange my mind,UgwcnfVq2EmVewDXzLN4AaABAg,2,1,2020-07-20T21:25:04Z,1
wowthis is really really well madeim glad i stumbled upon itim going to link this to everyone who doesnt quite get transgenderismi have many trans friends and i already knew most of the things you said because they took their time to educate mebut still it was helpful and i enjoyed hearing you and your experiencies ,Ugx2Fv5G2ZCkUfE8szZ4AaABAg,0,0,2020-07-11T17:43:57Z,1
,Ugy-hfxv5WEUcKMyMeF4AaABAg,0,0,2020-07-05T05:10:26Z,1
i was looking for a video to try and help me describe what transgender is to my parents cause my mom thinks im just going with a trend or im just not loving myself but this video might help some thanks for posting,Ugyp4VDIJf85UzEsDUt4AaABAg,0,0,2020-07-01T17:43:55Z,1
roars with laughter in  appallingly high suicide statistics,UgzBBIA9_eRln3y21kZ4AaABAg,0,0,2020-05-16T09:19:40Z,1
dont mind me im just going to send this to my trans friend,UgzT-WfHz5VR4i8LRSd4AaABAg,0,0,2020-05-13T19:41:15Z,1
me when i was younger oh im just a tomboy me when i found out what transgender was oh my god it all makes sense now,UgwWmNc8FMUkYmKWash4AaABAg,0,0,2020-05-01T20:19:22Z,1
i am oder,UgxKejaB_6oqE2Afich4AaABAg,0,0,2020-04-29T01:33:59Z,1
what is all this trans stuff going onchase ,UgwQDcj_2XdLgz90blZ4AaABAg,0,0,2020-04-20T06:23:26Z,1
hey guys im a transgender ftm vocalistlyricistmusician  producerive been releasing new musicmy first music video moving on is out nowall support is much appreciated ,UgwjBdDjefoHmZegD1B4AaABAg,0,0,2020-04-17T19:12:46Z,1
why do people hate trans,UgyMYAlVajI2IaCp4M94AaABAg,0,0,2020-03-15T06:10:27Z,1
nahbroim here cause i was reading a fanfic and briefly mentioned how i am questioning my gender so someone came in and suggested you,Ugy8-NMG5-64FGRXwMZ4AaABAg,0,0,2020-02-05T13:21:15Z,1
i had a lot going on in my childhood and im not shur if i didnt realize it or it never happend but  i never felt like i was missing something,UgzwvSSBl8ISBGSlGLN4AaABAg,0,0,2020-01-26T05:07:06Z,1
so smartso educatedso compassionateso gentle,UgxW_VRFzWR24JmGDDZ4AaABAg,0,1,2019-12-25T05:16:43Z,1
ew god why am i still subbed to ur crazy ass,UgwmwtcQEDggW2XHfh14AaABAg,0,0,2019-12-14T22:44:03Z,1
youre just wonderfuli work in a lgbt association im a lesbian but im cisgenderso i can never imagine what trans people livei could never say that i understand what you live and i never said itbecause i will never know how hard it is and what you livebut thanks to your videos that a trans friend of mine showed meim able to gather testimoniesresponses  and facts about transidentity in order to explain the best i can what it isand thats very helpful as part of my joband i thank you for thatdont changei think youre a wonderful person who teaches valuable stuff to the worldlove,UgzeyWW2QX-7tZjLuhd4AaABAg,0,0,2019-12-12T23:02:33Z,1
the crazy thing isatm im a masculine female starting t january but theyll be quick to call me malebut would call a trans male female,UgybPrGjJ2iIMzlg-Mh4AaABAg,0,0,2019-12-11T02:25:01Z,1
im just here so im not buttfuckingly confused on this stuff when talkin with my trans buddies,Ugz2uKjqlkutQCeOb6V4AaABAg,0,0,2019-12-08T00:29:30Z,1
i am a assigned female an am a femalebut since im lesbian and i have short hair people call me heit is sooo annoying,UgwhFuSsCgGLnUgzOD14AaABAg,0,0,2019-11-28T02:05:27Z,1
heylove your videosi am a nurse practitioner in msand i have just opened my own online telemedicine transgender hormone clinici hope you dont mindbut i would really love to use your videos to have my patients watch as part of their educational process  check us out,UgzbqROIY61dGCZgSwl4AaABAg,0,0,2019-11-08T01:15:50Z,1
holy poopthis chick has been chugging coolaid and testosterone supplementsand is really illcan someone help her,UgxBmjbzJ7oB8ald8fx4AaABAg,3,1,2019-11-05T09:46:39Z,1
okgiveing this a chancefirst thing only a thousandth of a percentage of humans are assigned a gender at birthlike the rest of us are male or female,Ugz22EyAkM2n9dEi-Gh4AaABAg,0,1,2019-11-05T09:38:24Z,1
i used to watch these videos religiously almost every morning and every night when i was questioning myself to see if i fit the criteria of gender dysohoria etcnow a couple years lateri am  a trans guy and im out to my family and schooli am my schools gsa presidenti have binders and hopefully getting a stp soon thanks chase,Ugw8ZkjnvT1bNxs39Bt4AaABAg,0,0,2019-11-04T02:45:56Z,1
im transi like supporting your channel ,UgySFAq3Z_DkyhIzCyh4AaABAg,0,0,2019-10-31T01:34:13Z,1
im learning i was an asshole i called a trans person by wrong pronouns before i didnt know because i never knew nor heard about what trans is appologising and becoming a better human from on thx man ~ love the content,UgzUi7XHo9pMsdHNkzV4AaABAg,0,0,2019-10-23T23:57:28Z,1
i came out as trans  weeks agonot sure what t do next,UgyrrEoLr-sJ2SZtYel4AaABAg,0,0,2019-10-21T18:35:48Z,1
you want to sue youtube and you want to sue google where were you when everyone else is being demonetized where were you when everyone else on youtube was getting f over nowhere to be found because you didnt like their videos  free speech for me but not for thee right,UgzBfqHjXMEJtvq398p4AaABAg,0,0,2019-09-29T20:28:19Z,1
watch more hunter avallone videosdiversify the perspective,UgzaLCUEh-j8txCM5bB4AaABAg,0,1,2019-09-19T02:39:01Z,1
i dont if im transi dont have dysphoriaor at least its not badbut i hate the way i looklikei hate my chestso muchits unnecessaryi dont even want childreni also hate how feminine i looki wish i looked more masculinei just wish i wasnt a chick ,UgwAV8nf3ztPBFRBlcx4AaABAg,0,1,2019-09-01T09:12:36Z,1
stateapproved,UgxWjrHENJlIfMZWOg94AaABAg,0,0,2019-08-28T18:42:06Z,1
transgender is a man wanting to be a woman or a girl wanting to be a man and do surgery to have different partsyou dont need to make these videos,UgxWeFqN4t5ZHgt_Yxl4AaABAg,1,0,2019-08-18T03:41:18Z,1
youre super gay you little gaylord,Ugz-ZVF9s4qUd0IY-Gh4AaABAg,0,0,2019-08-17T07:20:31Z,1
your suing google and youtube because your videos are getting demonitized fuck off,UgyPbdFMzmnX0JpIP5J4AaABAg,0,1,2019-08-17T06:49:43Z,1
did he ever make the  serories,UgxGw_9fu_djxwfodSl4AaABAg,0,0,2019-08-17T03:56:27Z,1
its a person that is ordained in attire of the opposite sexa male is a malea male with plastic surgery ordained in womens attire is a man that looks like a womenvice versa for women dressed like menyou are still a womennothing can change how you were made,UgxgFdvVeziOOzcx79V4AaABAg,0,1,2019-08-05T04:24:59Z,1
im not snd dont want to be i was watching ninja and fell asleep with autoplay on,UgxEe6Vy0CF8e_4GVMp4AaABAg,0,0,2019-07-21T03:46:32Z,1
ugh just tell me is heshe a man or a woman,UgytogRUFg0CR98GUmd4AaABAg,0,0,2019-07-17T22:49:51Z,1
,UgzTv5DSW2aVHxVduiB4AaABAg,0,0,2019-07-09T16:43:27Z,1
i love how ur hair how ur hair color matches ur eyes almost exactlyit really does make them pop,UgyB4EGiTQH8RcDMAsJ4AaABAg,0,1,2019-07-07T17:23:06Z,1
ive watched this whole playlist over and overi absolutely love iti shared it with some classmates from grad school this weekthanks for doing what you dochase,UgxLmhB0ZHGZ7o8w4_N4AaABAg,0,0,2019-06-26T19:11:27Z,1
my older brother is tran she what to be he lol im sorry chance,UgxGE3nmp7BuxobbTLN4AaABAg,0,0,2019-06-15T05:16:34Z,1
i started feeling like a boy when i was st grade,UgzdH6iHxZjX1_lm3654AaABAg,0,0,2019-06-11T20:30:01Z,1
ty i always supported the trans community from afar but i met a trans girl fell in love with her and now im committed to help the cause these videos are helping me a lot,UgwKEbi3d7YntPHi1-l4AaABAg,0,0,2019-05-20T01:50:29Z,1
i know this is overbut could you also make a mtf version,Ugzwnw8pZdSOV_H0QQt4AaABAg,0,0,2019-05-08T06:50:44Z,1
if youre here you probably know someone whos transgender and youre probably wonderingwhats going onme a transgender personup latebored and chilling on youtube ,UgzS7ZwiVBvqM9_EVN54AaABAg,0,2,2019-03-27T00:45:01Z,1
i identify as masc,Ugw7e6EiiPBXS2dOR7t4AaABAg,0,2,2019-03-08T00:25:12Z,1
thank goodness  thaa that i was just weird,Ugz3gU4yQ_OZrF0Cs314AaABAg,0,0,2019-02-21T17:58:13Z,1
i just now understood whats going on with me xd no wonder i always felt like i just need to be a boythat being   a girl is not right for memy mom  understoodbut not fully she still thinks that i need to be atleast a bit girly but i dont do that xd,UgwSR35152aC7VJIfmF4AaABAg,0,0,2019-02-21T17:57:37Z,1
i got so caught up with watching them that i almost forgot to go back to like them allbut mission accomplished ,UgwSYYi_uROKCsRyMxB4AaABAg,0,0,2019-02-16T01:53:44Z,1
thank you thank you for this series,UgxvwhHUX2o0q5ZcUfR4AaABAg,0,0,2019-01-28T00:12:25Z,1
im watching this series because i am trans but dont know much about it,UgzVLbWdGbpZAl63bh94AaABAg,0,0,2019-01-11T23:05:31Z,1
in im only in middle school and watching this makes me feel so empty because all i can think is somethings not rightsomething not rightsomethings not right over and over again then i burst in tears because i dont feel like myself in my body,UgziPWk8fgvYAX8WOTh4AaABAg,0,0,2019-01-10T00:18:42Z,1
can i just say how great these videos areive learned so much and i am able to treat people in a more respectful manner,Ugyv2-SosNycTf7lEsZ4AaABAg,0,1,2018-12-03T13:04:44Z,1
ima send this to my dad and see if he starts using my pronouns and nameits to the point where i dont want to be around him anymore he makes me feel so uncomfortable with myself,Ugxj_msdvNXKMzKi-l14AaABAg,0,0,2018-11-24T08:45:39Z,1
im minutes away from sending this playlist to my mom after having another massive argument about me being transim hoping thisll help her realize how i feel in more than her medical views due to her being a nurse practitionerthank you for making this playlist,UgzoT26ztZIB8eYAL1d4AaABAg,0,4,2018-10-27T02:59:59Z,1
i sent this to my friend because his response to im a trans guy was i like you trans or notso does that mean you have a penis and i couldnt really explain it exactlyso thank you for making this,Ugx4tJEpic-cZwgkhJZ4AaABAg,0,0,2018-10-09T01:52:43Z,1
im so glad i saw this videoi kinda understand a bit morebut i see theres other things i should learn to actually fully understandim a cis male; hehishimi like being malebut just cuz im male doesnt mean i have to like what a male has to likesuch as; sportscolor blueetcbut i do enjoy sportsartand a variety of thingseveryone is different i get thati just didnt have such an open mind as i thought i didcuz this is complicatedstuff i didnt even think aboutanywaysi guess im kinda questioning myself nowand idk whycuz i do like being malewhen i was youngeri have this very early memory that when i rani ran like a girl i thoughtand i liked to pretend i had long hairand when i played with dolls i always chose the female version dollspeople noticed this and made me feel very insecureas i grew up i tried to change that cuz of what they said about mebut i do like being a maleso im way confused hahaill have to keep searching for knowledgebut i know itll be a while to do socuz im lazy to even click buttonsor mind tirenessanywhothanks for making this videod,UgyDFF8owjvGfebN9bx4AaABAg,0,0,2018-09-10T06:24:45Z,1
for any transpeople out there are you okay with people completely denying your former gender or should i acknowledge the gender you were before if i talk about a past eventi know someone and speaking of our childhood memories im never really sure if i should say him or hersince at that time he was in a girls body also is the fact that you used to be in a different body important to yousince you spend a huge part of your life in it or would you rathe be treated as if the transition never happened and you grew up as the gender you identify assorry if i didnt phrase something rightfeel free to correct  ,UgxiWuroBtnK2uooYOx4AaABAg,0,0,2018-07-30T04:14:44Z,1
think of it like an ill fitting pair of pantsno matter how much they dont fitthe world insists upon you wearing them and punish you if you wear a pair of pants that do fitevery fucking day,UgwiNYxP1TySfenYEsV4AaABAg,0,0,2018-06-11T02:39:13Z,1
,UgynzXPntoUggcmQu594AaABAg,0,1,2018-06-07T04:23:50Z,1
cathal love  miss cathal love  girls,UgyprVZaW1uxyRjLmfl4AaABAg,0,1,2018-06-07T04:22:55Z,1
i am a little sissy girl,Ugwo7RADEqK5gBPWuZd4AaABAg,0,1,2018-06-07T04:21:31Z,1
im thirteen and i realized recently that im not a girli dont know what i amwhen i said i might be transgendermy dad told me that im probably not and that trans people usually know that theyre trans when theyre super youngyou saidi realized when i was youngerwhen i was fifteenthat statement just boosted my confidencei thought that since transgender people know when they are little that i might not be transit feel so good to prove my dad wrongthat i might be transthank you so much,Ugydw2TvXv_B_Vwg5Rt4AaABAg,0,0,2018-06-05T07:27:12Z,1
here to help get your views up so they review the demonetizationand i got an ad at the startso thats a good signwould like to think that as an active member of the community i have good knowledgebut this will help fill some gaps ,UgwN69C89sC1s2ro0xp4AaABAg,0,3,2018-06-04T13:13:48Z,1
omg you have actual captionsbless you,UgyeCoMqWXpeC2SNFD14AaABAg,0,0,2018-06-04T05:37:32Z,1
like if chase needing help to get these monetized is what brought you here ,Ugy3JB0pcGVwEmg2hst4AaABAg,0,0,2018-06-04T00:35:40Z,1
okay so these topics always make me emotionalbut i felt so incredibly happy when i saw how many languages were available in the subtitles likei was actually thinking of asking permission to translate it in frenchbecause i am and so is my familyto whom i want to show this one dayand when i looked to see if it was already available i felt so happythis means this video and probably the rest of the series accessible to so many people this is amazingthank you to everyone who made this possibleyoure awesome,UgzNnOuj8IjNVon2hRZ4AaABAg,0,2,2018-06-03T16:51:38Z,1
im getting ads,UgxP2rUUD2ip1REsGXF4AaABAg,0,0,2018-06-03T14:14:13Z,1
this was really helpfulthanks ,Ugy-k44JNS0f8Sv7kuN4AaABAg,0,0,2018-05-25T23:22:15Z,1
will definitely be sending this to my mom later so she can understand that being trans isnt a choicebut changing my body is a choice,UgxYA6mB3L0e3RQYWr14AaABAg,0,0,2018-05-15T20:29:44Z,1
thank you so much for this series chasea lot of people dont realise how important it is to make this kind of information as easy to understand and accessible as possiblei was outed by someone to my partners family not even my own family know im trans and this is thee perfect resource to help educate them and make sure they try understand melike many of us knowbeing outed without your knowledge or consent can be very traumatic and i am still in a lot of pain over itbut i just know this series will help them and most importantly help meso thank you again,UgzKIr-xBu3jSMkVkix4AaABAg,0,0,2018-01-17T22:12:47Z,1
im newly out to myself but have a brain with the functioning capacity of a teaspoon so here i amgreat great great cool cool coolwho else has good resourcey type classesforums onlineidk  mite need it,UgxZxHCklAyThYXCmy94AaABAg,0,0,2017-12-26T21:12:39Z,1
theres this boy in the same grade as me and he doesnt understand why people transition if theyre gay,Ugx1W-c05zF3L4RKW6B4AaABAg,1,0,2017-12-13T03:30:43Z,1
i would love you show this to my parents to try and push them to acceptance of me but im terrified that it will cause a fight and only make my situation worsewhat do i doplease help,UgwSVCjpudyvB1BIPq54AaABAg,0,0,2017-12-01T01:33:42Z,1
this made me cry because of how it opened my mind to different ways of explaining how i feel,UgxzP0CFs6V0n387Rjt4AaABAg,0,0,2017-11-05T23:34:33Z,1
everyone is non binary until the age of threethats why you hear some saying i knew i was the opposite sex since i was threeits because at the age of three youre aware of the difference betwen maleand femalei think we should treat babies differentthat being giving them both blue and pink toysmost boys will value blue toys more and some will value pink toys more,UgzjO51lH0pjey3wOY14AaABAg,0,0,2017-10-26T19:15:45Z,1
i love this series so much alreadythis is such an important seriesim excited to learnthanks so much chase,UgxH923Zu3nUaoZXXl54AaABAg,0,0,2017-10-25T03:44:37Z,1
im transor am ihelp,UgwUpu9BDTg4_eV9aZ14AaABAg,0,0,2017-10-19T02:00:35Z,1
this is such a great resourcei have recently come out as ftm and it is so helpful to be subscribed to your channel chasethanks for being transparent,UgzR5dIoipCdUuRtA7Z4AaABAg,0,0,2017-10-17T16:46:10Z,1
its actually really sad that in my family my brother thinks being transgender is a choice and my mum thinks that im confused about my sexuality ,UgyCVQVIlaDXZJJO5fN4AaABAg,0,0,2017-10-15T12:09:58Z,1
 minutes in and he still hasnt explained shit ,UgyYXv3j8EBWMflPkkB4AaABAg,0,0,2017-10-09T21:54:31Z,1
im sending this playlist to my momim probably gonna be able to go see a gender clinic but i hope this makes mom understand it a little better,UgzHKNr82W8vJLU2HFB4AaABAg,0,1,2017-10-01T14:44:52Z,1
im actually crying right nowthank you so muchim going to finish this seriesand when im readyim going to come out to my family by having them watch thisthank you so much chase,UgyXF537-KDMETyGm7Z4AaABAg,0,0,2017-09-30T16:38:22Z,1
i love your channel and now im listening to this whole thing like a podcasttime to binge the august month videow,Ugwr_-GzmNhBXJVEz6R4AaABAg,0,0,2017-09-26T11:41:13Z,1
my boyfriend is trans and is starting hormones next month and im really glad i found these because i want to learn a little bit more about the trans community from someone besides my boyfriendthank youuuuuu,Ugx5zB5PR19tx0BfqMF4AaABAg,0,1,2017-09-23T18:59:55Z,1
this was very helpful,UgyYbB5B_BPiFzLKcLR4AaABAg,0,0,2017-09-04T15:23:42Z,1
hey chaseso im  and im ftm but my family wont listen because its a trendwhat should i do,UgwGyqqowUMmerr0Wgl4AaABAg,0,0,2017-09-02T20:09:49Z,1
"this is so helpful,i just came out yesterday to my mom,and i know that she doesnt understand some things,so this series are really cool  thank you chase,you srsly inspired me so much,i feel free,i feel that now i can be my true self ",Ugy0HQlSUd9J6kRlarl4AaABAg,0,0,2017-09-01T07:48:04Z,1
some specific questions for  that i have would bewhen do you stop experiencing bottom growthwhen do you stop growingdo you get any taller while youre on t or is that a mythdo you have any tips on giving yourself shotsdo you have growing pains while your body changes on tthankschase,UgwVbR23ZnjgLaNfcCR4AaABAg,0,0,2017-08-31T13:17:42Z,1
just came out to my mom less than an hour ago and showed this video to herbecause she totally had no idea what i was talking about,UgzbREF813I5Pf1J3b94AaABAg,0,0,2017-08-31T03:17:20Z,1
in the video you said youve been on youtube for ten yearsand im wondering how long it took before people actually started watching your videos,UgxrOe_S0qA4Bn_R1Zd4AaABAg,0,0,2017-08-31T01:55:07Z,1
chasemay i show this to a few of my relativesive come out to a most of them but i still need to tell a few of themi think itd be great if they could hear it in someone elses wordsi think your videos would help them better understand what everything is and means,UgyO1IfuSe7j5ubWplx4AaABAg,0,0,2017-08-29T06:31:10Z,1
im linking this playlist to a few of my college professors who dont quiet understandit helps a lot,UgxxxjME1Z8MDoB92lp4AaABAg,0,0,2017-08-27T03:29:20Z,1
thanks thanks a lot,UgxGNyQ0sJa6E6gRjZF4AaABAg,0,0,2017-08-24T13:09:44Z,1
i think youre one of the bravest man in the worldthank you for this videosthank you for helping us be tolerant and understanding,Ugy1gQgiCnCwdbs7OF14AaABAg,0,0,2017-08-21T10:44:02Z,1
chase this is amazingim a little late to the playlist but this first video already has me hookedim a ftm and ive been on hormones for  months and  weeks tomorrowi think this series would be great for me to show some of my family to help them understand methank you so much for taking the time to create thiswe love you ,Ugy19vh_Wkrr0KIccTB4AaABAg,0,0,2017-08-20T20:09:44Z,1
and your blue hair which is totally awesome makes you who you are ,UgyXHtbCJen4vuyqLWp4AaABAg,0,0,2017-08-19T06:28:29Z,1
i finally fucking understand what the fuck it is that i feel within me,Ugylh5hdZXHy-a4GjdF4AaABAg,0,0,2017-08-19T05:59:12Z,1
a bunch of videos in this series are privated  and onward,UgwQi2fONq4tFWTA6p14AaABAg,0,0,2017-08-19T02:12:11Z,1
for most of my life ive believed myself to be femalewith some exceptionsi dont like using feminine pronouns  i can ignore it but when i hear them in reference to me i get kind of uncomfortableand i hate any sort of reference to female genitalia or female sexualityeven when i was a kid i would say i barely counted as a womanor that i was a failure of a girl because i wasnt feminine much at alland though i have long hair to me it seems more masculinelike a metal heads long hair rather than a girls long hairi dont like looking at my face and im most comfortable with people using thr male nickname for my namebut at the same timesome days im more comfortable with looking feminineand i like my breastsi just hate anything below the beltand it makes it really hard figuring out where i lie on the gender spectrum,Ugy8tRqq9dbI_5side54AaABAg,1,0,2017-08-16T20:43:45Z,1
thank you for helping me understand morei really want to be able to know more about it so i can be supportive,UgxgEQToLV45Fxvd51h4AaABAg,0,1,2017-08-16T03:24:07Z,1
this is a really good idea and i might refer people to this series who need to know about it hahaand also i notice and appreciate the subtitles as sometimes i cant keep up with speech and start to become overwhelmed and also the other languages might be very helpful for those who dont necessarily speak english or fluentlyso thank you,Ugwr3Ra6iWkkuoV5HEp4AaABAg,0,0,2017-08-15T06:38:29Z,1
